OPOName,OTCName,OTCServiceList,OPOProvider#,Address,City,State,ZIP,OPOTelephone#,OTCCode,Address,City,ZIP,OrganTransplantationCenterServiceTypeDescription,CommonRegionCode,CommonRegionName,CommonStateName,CommonStateAbbreviation,CommonStateFIPSCode,CommonStateCountyFIPSCode,CommonCountyName,CommonCityNamewithStateAbbreviation,CommonCongressionalDistrictName,CommonCongressNumberText,CommonStateFIPSCodeCongressionalDistrictNumber,CommonPostalCode,Longitude,Latitude,DataWarehouseRecordCreateDate,DataWarehouseRecordCreateDateText
Gift of Hope Organ & Tissue Donor Network,Rush University Medical Center," Kidney, Liver, Pancreas",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILPL,1653 W Congress Pkwy,Chicago,60612,Liver,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 07,115,1707,60612,-87.66798687,41.87506564,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,OSF Saint Francis Medical Center," Kidney, Pancreas",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILSF,530 NE Glen Oak Ave,Peoria,61637,Kidney,5,Region 5,Illinois,IL,17,17143,"Peoria County, IL","Peoria, IL",Illinois District 17,115,1717,61637,-89.59098884,40.70217807,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,OSF Saint Francis Medical Center," Kidney, Pancreas",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILSF,530 NE Glen Oak Ave,Peoria,61637,Pancreas,5,Region 5,Illinois,IL,17,17143,"Peoria County, IL","Peoria, IL",Illinois District 17,115,1717,61637,-89.59098884,40.70217807,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,University of Chicago Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILUC,5841 S Maryland Ave,Chicago,60637,Kidney,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 01,115,1701,60637,-87.60490715,41.78933774,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,University of Chicago Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILUC,5841 S Maryland Ave,Chicago,60637,Pancreas,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 01,115,1701,60637,-87.60490715,41.78933774,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,University of Chicago Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILUC,5841 S Maryland Ave,Chicago,60637,Pancreas Islet,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 01,115,1701,60637,-87.60490715,41.78933774,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,University of Chicago Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILUC,5841 S Maryland Ave,Chicago,60637,Liver,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 01,115,1701,60637,-87.60490715,41.78933774,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,University of Chicago Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILUC,5841 S Maryland Ave,Chicago,60637,Intestine,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 01,115,1701,60637,-87.60490715,41.78933774,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,University of Chicago Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILUC,5841 S Maryland Ave,Chicago,60637,Heart,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 01,115,1701,60637,-87.60490715,41.78933774,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,University of Chicago Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILUC,5841 S Maryland Ave,Chicago,60637,Lung,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 01,115,1701,60637,-87.60490715,41.78933774,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,University of Chicago Medical Center," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILUC,5841 S Maryland Ave,Chicago,60637,Vascularized Composite Allograft (VCA),5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 01,115,1701,60637,-87.60490715,41.78933774,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,University of Illinois Medical Center," Intestine, Kidney, Liver, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILUI,1740 W Taylor St,Chicago,60612,Kidney,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 07,115,1707,60612,-87.67042745,41.86928006,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,University of Illinois Medical Center," Intestine, Kidney, Liver, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILUI,1740 W Taylor St,Chicago,60612,Pancreas,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 07,115,1707,60612,-87.67042745,41.86928006,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,University of Illinois Medical Center," Intestine, Kidney, Liver, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILUI,1740 W Taylor St,Chicago,60612,Pancreas Islet,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 07,115,1707,60612,-87.67042745,41.86928006,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,University of Illinois Medical Center," Intestine, Kidney, Liver, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILUI,1740 W Taylor St,Chicago,60612,Liver,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 07,115,1707,60612,-87.67042745,41.86928006,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,University of Illinois Medical Center," Intestine, Kidney, Liver, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILUI,1740 W Taylor St,Chicago,60612,Intestine,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 07,115,1707,60612,-87.67042745,41.86928006,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,University of Illinois Medical Center," Intestine, Kidney, Liver, Pancreas, Pancreas Islet, Vascularized Composite Allograft (VCA)",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILUI,1740 W Taylor St,Chicago,60612,Vascularized Composite Allograft (VCA),5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 07,115,1707,60612,-87.67042745,41.86928006,10/25/2018,10/25/2018
Indiana Donor Network,Indiana University Health," Heart, Intestine, Kidney, Liver, Lung, Pancreas",15P001,3760 Guion Rd Ste 201,Indianapolis,IN,46222-1618,317-685-0389,INIM,I-65 S & W 21st St,Indianapolis,46202,Kidney,5,Region 5,Indiana,IN,18,18097,"Marion County, IN","Indianapolis, IN",Indiana District 07,115,1807,46202,-86.16480299,39.795012,10/25/2018,10/25/2018
Indiana Donor Network,Indiana University Health," Heart, Intestine, Kidney, Liver, Lung, Pancreas",15P001,3760 Guion Rd Ste 201,Indianapolis,IN,46222-1618,317-685-0389,INIM,I-65 S & W 21st St,Indianapolis,46202,Pancreas,5,Region 5,Indiana,IN,18,18097,"Marion County, IN","Indianapolis, IN",Indiana District 07,115,1807,46202,-86.16480299,39.795012,10/25/2018,10/25/2018
Indiana Donor Network,Indiana University Health," Heart, Intestine, Kidney, Liver, Lung, Pancreas",15P001,3760 Guion Rd Ste 201,Indianapolis,IN,46222-1618,317-685-0389,INIM,I-65 S & W 21st St,Indianapolis,46202,Liver,5,Region 5,Indiana,IN,18,18097,"Marion County, IN","Indianapolis, IN",Indiana District 07,115,1807,46202,-86.16480299,39.795012,10/25/2018,10/25/2018
Indiana Donor Network,Indiana University Health," Heart, Intestine, Kidney, Liver, Lung, Pancreas",15P001,3760 Guion Rd Ste 201,Indianapolis,IN,46222-1618,317-685-0389,INIM,I-65 S & W 21st St,Indianapolis,46202,Intestine,5,Region 5,Indiana,IN,18,18097,"Marion County, IN","Indianapolis, IN",Indiana District 07,115,1807,46202,-86.16480299,39.795012,10/25/2018,10/25/2018
Indiana Donor Network,Indiana University Health," Heart, Intestine, Kidney, Liver, Lung, Pancreas",15P001,3760 Guion Rd Ste 201,Indianapolis,IN,46222-1618,317-685-0389,INIM,I-65 S & W 21st St,Indianapolis,46202,Heart,5,Region 5,Indiana,IN,18,18097,"Marion County, IN","Indianapolis, IN",Indiana District 07,115,1807,46202,-86.16480299,39.795012,10/25/2018,10/25/2018
Indiana Donor Network,Indiana University Health," Heart, Intestine, Kidney, Liver, Lung, Pancreas",15P001,3760 Guion Rd Ste 201,Indianapolis,IN,46222-1618,317-685-0389,INIM,I-65 S & W 21st St,Indianapolis,46202,Lung,5,Region 5,Indiana,IN,18,18097,"Marion County, IN","Indianapolis, IN",Indiana District 07,115,1807,46202,-86.16480299,39.795012,10/25/2018,10/25/2018
Indiana Donor Network,Lutheran Hospital of Fort Wayne," Heart, Kidney",15P001,3760 Guion Rd Ste 201,Indianapolis,IN,46222-1618,317-685-0389,INLH,7950 W Jefferson Blvd,Fort Wayne,46804,Kidney,5,Region 5,Indiana,IN,18,18003,"Allen County, IN","Fort Wayne, IN",Indiana District 03,115,1803,46804,-85.24501585,41.03803329,10/25/2018,10/25/2018
Indiana Donor Network,Lutheran Hospital of Fort Wayne," Heart, Kidney",15P001,3760 Guion Rd Ste 201,Indianapolis,IN,46222-1618,317-685-0389,INLH,7950 W Jefferson Blvd,Fort Wayne,46804,Heart,5,Region 5,Indiana,IN,18,18003,"Allen County, IN","Fort Wayne, IN",Indiana District 03,115,1803,46804,-85.24501585,41.03803329,10/25/2018,10/25/2018
Indiana Donor Network,St Vincent Hospital and Health Care Center," Heart, Kidney, Pancreas",15P001,3760 Guion Rd Ste 201,Indianapolis,IN,46222-1618,317-685-0389,INSV,8402 Harcourt Rd Ste 500,Indianapolis,46260,Kidney,5,Region 5,Indiana,IN,18,18097,"Marion County, IN","Indianapolis, IN",Indiana District 05,115,1805,46260,-86.19392829,39.908799,10/25/2018,10/25/2018
Indiana Donor Network,St Vincent Hospital and Health Care Center," Heart, Kidney, Pancreas",15P001,3760 Guion Rd Ste 201,Indianapolis,IN,46222-1618,317-685-0389,INSV,8402 Harcourt Rd Ste 500,Indianapolis,46260,Pancreas,5,Region 5,Indiana,IN,18,18097,"Marion County, IN","Indianapolis, IN",Indiana District 05,115,1805,46260,-86.19392829,39.908799,10/25/2018,10/25/2018
Indiana Donor Network,St Vincent Hospital and Health Care Center," Heart, Kidney, Pancreas",15P001,3760 Guion Rd Ste 201,Indianapolis,IN,46222-1618,317-685-0389,INSV,8402 Harcourt Rd Ste 500,Indianapolis,46260,Heart,5,Region 5,Indiana,IN,18,18097,"Marion County, IN","Indianapolis, IN",Indiana District 05,115,1805,46260,-86.19392829,39.908799,10/25/2018,10/25/2018
Midwest Transplant Network,University of Kansas Hospital," Heart, Kidney, Liver, Pancreas",17P001,1900 W 47th Pl Ste 400,Westwood,KS,66205-1801,913-262-1668,KSUK,3901 Rainbow Blvd,Kansas City,66160,Kidney,7,Region 7,Kansas,KS,20,20209,"Wyandotte County, KS","Kansas City, KS",Kansas District 03,115,2003,66160,-94.6117781,39.05725793,10/25/2018,10/25/2018
Midwest Transplant Network,University of Kansas Hospital," Heart, Kidney, Liver, Pancreas",17P001,1900 W 47th Pl Ste 400,Westwood,KS,66205-1801,913-262-1668,KSUK,3901 Rainbow Blvd,Kansas City,66160,Pancreas,7,Region 7,Kansas,KS,20,20209,"Wyandotte County, KS","Kansas City, KS",Kansas District 03,115,2003,66160,-94.6117781,39.05725793,10/25/2018,10/25/2018
Midwest Transplant Network,University of Kansas Hospital," Heart, Kidney, Liver, Pancreas",17P001,1900 W 47th Pl Ste 400,Westwood,KS,66205-1801,913-262-1668,KSUK,3901 Rainbow Blvd,Kansas City,66160,Liver,7,Region 7,Kansas,KS,20,20209,"Wyandotte County, KS","Kansas City, KS",Kansas District 03,115,2003,66160,-94.6117781,39.05725793,10/25/2018,10/25/2018
Midwest Transplant Network,University of Kansas Hospital," Heart, Kidney, Liver, Pancreas",17P001,1900 W 47th Pl Ste 400,Westwood,KS,66205-1801,913-262-1668,KSUK,3901 Rainbow Blvd,Kansas City,66160,Heart,7,Region 7,Kansas,KS,20,20209,"Wyandotte County, KS","Kansas City, KS",Kansas District 03,115,2003,66160,-94.6117781,39.05725793,10/25/2018,10/25/2018
Kentucky Organ Donor Affiliates,Jewish Hospital," Heart, Kidney, Liver, Lung, Pancreas, Vascularized Composite Allograft (VCA)",18P001,10160 Linn Station Rd,Louisville,KY,40223-3813,502-581-9511,KYJH,200 Abraham Flexner Way,Louisville,40202,Kidney,4,Region 4,Kentucky,KY,21,21111,"Jefferson County, KY","Louisville, KY",Kentucky District 03,115,2103,40202,-85.75121628,38.24932463,10/25/2018,10/25/2018
Kentucky Organ Donor Affiliates,Jewish Hospital," Heart, Kidney, Liver, Lung, Pancreas, Vascularized Composite Allograft (VCA)",18P001,10160 Linn Station Rd,Louisville,KY,40223-3813,502-581-9511,KYJH,200 Abraham Flexner Way,Louisville,40202,Pancreas,4,Region 4,Kentucky,KY,21,21111,"Jefferson County, KY","Louisville, KY",Kentucky District 03,115,2103,40202,-85.75121628,38.24932463,10/25/2018,10/25/2018
Kentucky Organ Donor Affiliates,Jewish Hospital," Heart, Kidney, Liver, Lung, Pancreas, Vascularized Composite Allograft (VCA)",18P001,10160 Linn Station Rd,Louisville,KY,40223-3813,502-581-9511,KYJH,200 Abraham Flexner Way,Louisville,40202,Liver,4,Region 4,Kentucky,KY,21,21111,"Jefferson County, KY","Louisville, KY",Kentucky District 03,115,2103,40202,-85.75121628,38.24932463,10/25/2018,10/25/2018
Kentucky Organ Donor Affiliates,Jewish Hospital," Heart, Kidney, Liver, Lung, Pancreas, Vascularized Composite Allograft (VCA)",18P001,10160 Linn Station Rd,Louisville,KY,40223-3813,502-581-9511,KYJH,200 Abraham Flexner Way,Louisville,40202,Heart,4,Region 4,Kentucky,KY,21,21111,"Jefferson County, KY","Louisville, KY",Kentucky District 03,115,2103,40202,-85.75121628,38.24932463,10/25/2018,10/25/2018
Kentucky Organ Donor Affiliates,Jewish Hospital," Heart, Kidney, Liver, Lung, Pancreas, Vascularized Composite Allograft (VCA)",18P001,10160 Linn Station Rd,Louisville,KY,40223-3813,502-581-9511,KYJH,200 Abraham Flexner Way,Louisville,40202,Lung,4,Region 4,Kentucky,KY,21,21111,"Jefferson County, KY","Louisville, KY",Kentucky District 03,115,2103,40202,-85.75121628,38.24932463,10/25/2018,10/25/2018
Kentucky Organ Donor Affiliates,Jewish Hospital," Heart, Kidney, Liver, Lung, Pancreas, Vascularized Composite Allograft (VCA)",18P001,10160 Linn Station Rd,Louisville,KY,40223-3813,502-581-9511,KYJH,200 Abraham Flexner Way,Louisville,40202,Vascularized Composite Allograft (VCA),4,Region 4,Kentucky,KY,21,21111,"Jefferson County, KY","Louisville, KY",Kentucky District 03,115,2103,40202,-85.75121628,38.24932463,10/25/2018,10/25/2018
Kentucky Organ Donor Affiliates,Norton Children's Hospital," Heart, Kidney",18P001,10160 Linn Station Rd,Louisville,KY,40223-3813,502-581-9511,KYKC,231 E Chestnut St,Louisville,40202,Kidney,4,Region 4,Kentucky,KY,21,21111,"Jefferson County, KY","Louisville, KY",Kentucky District 03,115,2103,40202,-85.74981997,38.24808238,10/25/2018,10/25/2018
Kentucky Organ Donor Affiliates,Norton Children's Hospital," Heart, Kidney",18P001,10160 Linn Station Rd,Louisville,KY,40223-3813,502-581-9511,KYKC,231 E Chestnut St,Louisville,40202,Heart,4,Region 4,Kentucky,KY,21,21111,"Jefferson County, KY","Louisville, KY",Kentucky District 03,115,2103,40202,-85.74981997,38.24808238,10/25/2018,10/25/2018
Kentucky Organ Donor Affiliates,University of Kentucky Medical Center," Heart, Kidney, Liver, Lung, Pancreas",18P001,10160 Linn Station Rd,Louisville,KY,40223-3813,502-581-9511,KYUK,740 S Limestone Wing D Suite J 301,Lexington,40536,Kidney,4,Region 4,Kentucky,KY,21,21067,"Fayette County, KY","Lexington, KY",Kentucky District 06,115,2106,40536,-84.50856108,38.03415866,10/25/2018,10/25/2018
Kentucky Organ Donor Affiliates,University of Kentucky Medical Center," Heart, Kidney, Liver, Lung, Pancreas",18P001,10160 Linn Station Rd,Louisville,KY,40223-3813,502-581-9511,KYUK,740 S Limestone Wing D Suite J 301,Lexington,40536,Pancreas,4,Region 4,Kentucky,KY,21,21067,"Fayette County, KY","Lexington, KY",Kentucky District 06,115,2106,40536,-84.50856108,38.03415866,10/25/2018,10/25/2018
Kentucky Organ Donor Affiliates,University of Kentucky Medical Center," Heart, Kidney, Liver, Lung, Pancreas",18P001,10160 Linn Station Rd,Louisville,KY,40223-3813,502-581-9511,KYUK,740 S Limestone Wing D Suite J 301,Lexington,40536,Liver,4,Region 4,Kentucky,KY,21,21067,"Fayette County, KY","Lexington, KY",Kentucky District 06,115,2106,40536,-84.50856108,38.03415866,10/25/2018,10/25/2018
Kentucky Organ Donor Affiliates,University of Kentucky Medical Center," Heart, Kidney, Liver, Lung, Pancreas",18P001,10160 Linn Station Rd,Louisville,KY,40223-3813,502-581-9511,KYUK,740 S Limestone Wing D Suite J 301,Lexington,40536,Heart,4,Region 4,Kentucky,KY,21,21067,"Fayette County, KY","Lexington, KY",Kentucky District 06,115,2106,40536,-84.50856108,38.03415866,10/25/2018,10/25/2018
Kentucky Organ Donor Affiliates,University of Kentucky Medical Center," Heart, Kidney, Liver, Lung, Pancreas",18P001,10160 Linn Station Rd,Louisville,KY,40223-3813,502-581-9511,KYUK,740 S Limestone Wing D Suite J 301,Lexington,40536,Lung,4,Region 4,Kentucky,KY,21,21067,"Fayette County, KY","Lexington, KY",Kentucky District 06,115,2106,40536,-84.50856108,38.03415866,10/25/2018,10/25/2018
Louisiana Organ Procurement Agency,Children's Hospital, Kidney,19P001,4441 N I 10 Service Rd W,Metairie,LA,70006-6535,504-837-3355,LACH,200 Henry Clay Ave,New Orleans,70118,Kidney,6,Region 6,Louisiana,LA,22,22071,"Orleans Parish, LA","New Orleans, LA",Louisiana District 01,115,2201,70118,-90.12704903,29.91765984,10/25/2018,10/25/2018
Louisiana Organ Procurement Agency,Ochsner Foundation Hospital," Heart, Kidney, Liver, Lung, Pancreas",19P001,4441 N I 10 Service Rd W,Metairie,LA,70006-6535,504-837-3355,LAOF,1514 Jefferson Hwy,New Orleans,70121,Kidney,6,Region 6,Louisiana,LA,22,22051,"Jefferson Parish, LA","New Orleans, LA",Louisiana District 01,115,2201,70121,-90.14475604,29.96267071,10/25/2018,10/25/2018
Louisiana Organ Procurement Agency,Ochsner Foundation Hospital," Heart, Kidney, Liver, Lung, Pancreas",19P001,4441 N I 10 Service Rd W,Metairie,LA,70006-6535,504-837-3355,LAOF,1514 Jefferson Hwy,New Orleans,70121,Pancreas,6,Region 6,Louisiana,LA,22,22051,"Jefferson Parish, LA","New Orleans, LA",Louisiana District 01,115,2201,70121,-90.14475604,29.96267071,10/25/2018,10/25/2018
Louisiana Organ Procurement Agency,Ochsner Foundation Hospital," Heart, Kidney, Liver, Lung, Pancreas",19P001,4441 N I 10 Service Rd W,Metairie,LA,70006-6535,504-837-3355,LAOF,1514 Jefferson Hwy,New Orleans,70121,Liver,6,Region 6,Louisiana,LA,22,22051,"Jefferson Parish, LA","New Orleans, LA",Louisiana District 01,115,2201,70121,-90.14475604,29.96267071,10/25/2018,10/25/2018
Louisiana Organ Procurement Agency,Ochsner Foundation Hospital," Heart, Kidney, Liver, Lung, Pancreas",19P001,4441 N I 10 Service Rd W,Metairie,LA,70006-6535,504-837-3355,LAOF,1514 Jefferson Hwy,New Orleans,70121,Heart,6,Region 6,Louisiana,LA,22,22051,"Jefferson Parish, LA","New Orleans, LA",Louisiana District 01,115,2201,70121,-90.14475604,29.96267071,10/25/2018,10/25/2018
Louisiana Organ Procurement Agency,Ochsner Foundation Hospital," Heart, Kidney, Liver, Lung, Pancreas",19P001,4441 N I 10 Service Rd W,Metairie,LA,70006-6535,504-837-3355,LAOF,1514 Jefferson Hwy,New Orleans,70121,Lung,6,Region 6,Louisiana,LA,22,22051,"Jefferson Parish, LA","New Orleans, LA",Louisiana District 01,115,2201,70121,-90.14475604,29.96267071,10/25/2018,10/25/2018
Louisiana Organ Procurement Agency,Tulane Medical Center," Kidney, Liver, Pancreas",19P001,4441 N I 10 Service Rd W,Metairie,LA,70006-6535,504-837-3355,LATU,1430 Tulane Ave,New Orleans,70112,Kidney,6,Region 6,Louisiana,LA,22,22071,"Orleans Parish, LA","New Orleans, LA",Louisiana District 02,115,2202,70112,-90.07663177,29.95535327,10/25/2018,10/25/2018
Louisiana Organ Procurement Agency,Tulane Medical Center," Kidney, Liver, Pancreas",19P001,4441 N I 10 Service Rd W,Metairie,LA,70006-6535,504-837-3355,LATU,1430 Tulane Ave,New Orleans,70112,Pancreas,6,Region 6,Louisiana,LA,22,22071,"Orleans Parish, LA","New Orleans, LA",Louisiana District 02,115,2202,70112,-90.07663177,29.95535327,10/25/2018,10/25/2018
Louisiana Organ Procurement Agency,Tulane Medical Center," Kidney, Liver, Pancreas",19P001,4441 N I 10 Service Rd W,Metairie,LA,70006-6535,504-837-3355,LATU,1430 Tulane Ave,New Orleans,70112,Liver,6,Region 6,Louisiana,LA,22,22071,"Orleans Parish, LA","New Orleans, LA",Louisiana District 02,115,2202,70112,-90.07663177,29.95535327,10/25/2018,10/25/2018
